   85 Devrinol              74.000   70.00   15.00    0.60      400.    0.00
   86 Dibrom              2000.000    1.00    0.50    0.90      180.    0.00
   87 Dieldrin               0.100 1400.00    5.00    0.10    50000.    0.00
   88 Dimilin                0.100   10.00   27.00    0.10    10000.    0.00
   89 Dinitro               50.000   20.00    3.00    0.60      500.    0.00
   90 Dinitro             2200.000   20.00   10.00    0.90       63.    0.00
   91 Diquat            718000.000 1000.00   30.00    0.90  1000000.    0.00
   92 Dinoseb               50.000   23.00   23.00    1.00      490.    0.00
   93 Di-Syston             25.000   30.00    3.00    0.50      600.    0.00
   94 Dithane                6.000   70.00   10.00    0.30     2000.    0.00
   95 Dowpon              1000.000   30.00   37.00    0.90        4.    0.00
   96 Dropp                 20.000   10.00    3.00    0.40      110.    0.00
   97 DSMA             1400000.000 1000.00   30.00    0.90   100000.    0.00
   98 Dual                 530.000   90.00    5.00    0.60      200.    0.00
   99 Du-ter                 1.000   75.00   18.00    0.40    23000.    0.00
  100 Dyfonate              16.900   40.00    2.50    0.60      870.    0.00
  101 Dylox             120000.000   10.00    3.00    0.90       10.    0.00
  102 Dymid                260.000   30.00    5.00    0.80      210.    0.00
  103 Dynap                200.000   12.00   12.00    1.00       30.    0.00
  104 Dyrene                 8.000    1.00    0.50    0.50     3000.    0.00
  105 Elgetol           100000.000   20.00    8.00    0.90       20.    0.00
  106 EPN                    0.500    5.00    5.00    0.60    13000.    0.00
  107 Eradicane            344.000    6.00    3.00    0.80      200.    0.00
  108 Ethanox                1.100  150.00    7.00    0.60    10000.    0.00
  109 Evik                 185.000   60.00    5.00    0.60      300.    0.00
  110 Evital                28.000   90.00   15.00    0.50      600.    0.00
  111 Far-Go                 4.000   82.00   15.00    0.40     2400.    0.00
  112 Fenatrol          500000.000  180.00   30.00    0.90       20.    0.00
  113 Fenitox               30.000    8.00    3.00    0.90     2000.    0.00
  114 Fruitone CPA      200000.000   10.00    3.00    0.90       20.    0.00
  115 Fumazone            1000.000  180.00   99.00    1.00       70.    0.00
  116 Fundal            500000.000   60.00    1.00    0.90   100000.    0.00
  117 Funginex              30.000   21.00    5.00    0.80      540.    0.00
  118 Furadan              351.000   50.00    2.00    0.60       22.    0.00
  119 Fusilade               2.000   15.00    4.00    0.40     5700.    0.00
  120 Glean               7000.000  160.00   30.00    0.80       40.    0.00
  121 Goal                   0.100   35.00    8.00    0.40   100000.    0.00
  122 Guthion               29.000   10.00    2.00    0.60     1000.    0.00
  123 Harmony             2400.000   12.00    3.00    0.80       45.    0.00
  124 Harvade             3000.000   10.00    3.00    0.80       10.    0.00
  125 Hoelon                 0.800   37.00    0.00    0.00    16000.    0.00
  126 Hyvar                700.000   60.00   20.00    0.80       32.    0.00
  127 Hyvar                700.000   60.00    0.00    0.00       32.    0.00
  128 Imidan                20.000   19.00    3.00    0.90      820.    0.00
  129 Isotox                 7.300  400.00    2.50    0.10     1100.    0.00
  130 Karate                 0.000   30.00    5.00    0.40   180000.    0.00
  131 Karathane              4.000   20.00    8.00    0.30      550.    0.00
  132 Karmex                42.000   90.00   30.00    0.40      480.    0.00
  133 Kelthane               1.000   60.00    4.00    0.10   180000.    0.00
  134 Kerb                  15.000   60.00   20.00    0.30      200.    0.00
  135 Krenite          1790000.000    8.00    4.00    0.90      150.    0.00
  136 Lannate            58000.000   30.00    0.50    0.60       72.    0.00
  137 Larvadex          136000.000  150.00   30.00    0.90      200.    0.00
  138 Larvin                19.100    7.00    4.00    0.70      350.    0.00
  139 Lasso                240.000   15.00    3.00    0.40      170.    0.00
  140 Limit                 10.000   20.00    8.00    0.70     1000.    0.00
  141 Logic                  6.000    1.00   99.00    1.00     1000.    0.00
  142 Londax               120.000    5.00   99.00    1.00      310.    0.00
  143 Lontrel           300000.000   30.00    2.00    0.90        6.    0.00
  144 Lorox                 75.000   60.00   15.00    0.60      400.    0.00
  145 Lorsban                0.400   30.00    3.30    0.60     6070.    0.00
  146 Manzate                6.000   12.00    3.00    0.60     1000.    0.00
  147 Marlate                0.100  120.00    6.00    0.10    80000.    0.00
  148 Matacil              915.000    6.00    4.00    0.90      100.    0.00
  149 Mavrik                 0.000   30.00    7.00    0.40  1000000.    0.00
  150 Merpan                 4.000   10.00    9.00    0.60      198.    0.00
  151 Metasystox       1000000.000   10.00    3.00    0.90       10.    0.00
  152 Metaldehyde          230.000   10.00   99.00    1.00      240.    0.00
  153 Methyl Parathion      60.000    5.00    3.00    0.60    14000.    0.00
  154 Milogard               8.600  135.00    5.00    0.40      154.    0.00
  155 Miral                 69.000   34.00    5.00    0.60      100.    0.00
  156 Mitac                  1.000    2.00    1.00    0.40     1000.    0.00
  157 Mocap                750.000   25.00   99.00    1.00       70.    0.00
  158 Modown                 0.400    7.00    3.00    0.40    10000.    0.00
  159 Monitor          1000000.000    6.00    4.00    0.90        5.    0.00
  160 Morestan               1.000   30.00   10.00    0.50     2300.    0.00
  161 MSMA               57000.000   10.00   10.00    1.00   300000.    0.00
  162 Nemacur              400.000   50.00   99.00    1.00      100.    0.00
  163    Nemacur           400.000    5.00   99.00    1.00      240.    0.00
  164    N. Sulfoxide      400.000   42.00   99.00    1.00       40.    0.00
  165    N. Sulfone        400.000   18.00   99.00    1.00       45.    0.00
  166 Norton                50.000   30.00   10.00    0.60      340.    0.00
  167 N-Serve               40.000   10.00   99.00    1.00      570.    0.00
  168 Octave                34.000  120.00   30.00    0.50      500.    0.00
  169 Oftanol               24.000  150.00   30.00    0.60      600.    0.00
  170 Ordram               970.000   21.00   99.00    1.00      190.    0.00
  171 Orthene           818000.000    3.00    2.50    0.70        2.    0.00
  172 Orthocide              5.100    2.50    9.00    0.60      200.    0.00
  173 Oust                  70.000   20.00   10.00    0.60       78.    0.00
  174 Paarlan                0.100  100.00   99.00    1.00    10000.    0.00
  175 Paraquat          500000.000   99.00    3.00    0.60  1000000.    0.00
  176 Pay-Off                0.100   21.00    5.00    0.40   100000.    0.00
  177 Penncap-M             60.000    5.00    3.00    0.90     5100.    0.00
  178 Phenatox               3.000    9.00    2.00    0.10   100000.    0.00
  179 Phosdrin          600000.000    3.00    0.60    0.90       44.    0.00
  180 Phoskil               24.000   14.00    4.00    0.70     5000.    0.00
  181 Pipron                20.000   30.00   10.00    0.60     5000.    0.00
  182 Pix              1000000.000 1000.00   30.00    0.90  1000000.    0.00
  183 Plantvax            1000.000   20.00   10.00    0.70       95.    0.00
  184 2 Plus 2          660000.000   21.00   10.00    0.90       20.    0.00
  185 Poast               4390.000    5.00    3.00    0.70      100.    0.00
  186 Polyram                0.100   20.00    7.00    0.40   500000.    0.00
  187 Pounce                 0.000   30.00    8.00    0.30   100000.    0.00
  188 Pramitol             720.000  500.00   30.00    0.80      150.    0.00
  189 Prefar                 5.600  120.00   30.00    0.40     1000.    0.00
  190 Prelude           620000.000 1000.00   30.00    0.60  1000000.    0.00
  191 Prime                  0.100   20.00    7.00    0.40    10000.    0.00
  192 Princep                6.200   60.00    5.00    0.40      130.    0.00
  193 Probe                  1.500   14.00    5.00    0.40     3000.    0.00
  194 Prowl                  0.300   90.00   30.00    0.40     5000.    0.00
  195 Pursuit           200000.000   90.00   20.00    0.90       10.    0.00
  196 Pydrin                 0.000   35.00   10.00    0.30     5300.    0.00
  197 Pyramin              400.000   21.00    5.00    0.90      120.    0.00
  198 Ramrod               613.000    6.00    3.00    0.40       80.    0.00
  199 Reflex            700000.000  100.00   30.00    0.90       60.    0.00
  200 Rescue            709000.000   10.00    9.00    0.40       20.    0.00
  201 Ridomil             8400.000   70.00   30.00    0.70       50.    0.00
  202 Ro-Neet               95.000   30.00    2.00    0.50      430.    0.00
  203 Ronstar                0.700   60.00   20.00    0.50     3200.    0.00
  204 Roundup           900000.000   47.00    2.50    0.60    24000.    0.00
  205 Rovral                13.900   14.00    5.00    0.40      700.    0.00
  206 Royal Slo-Gro     400000.000   30.00   10.00    0.90       20.    0.00
  207 Rubigan               14.000  360.00   30.00    0.40      600.    0.00
  208 Sancap                16.000   30.00    5.00    0.40      900.    0.00
  209 Savey                  0.500   30.00    5.00    0.40     6200.    0.00
  210 Scepter           160000.000   60.00   20.00    0.90       20.    0.00
  211 Sencor              1220.000   40.00    5.00    0.80       60.    0.00
  212 Sevin                120.000   10.00    7.00    0.60      300.    0.00
  213 2,4,5-TP               2.500   20.00    5.00    0.40     2600.    0.00
  214 Sinbar               710.000  120.00   30.00    0.70       55.    0.00
  215 Slug-Geta             24.000   30.00   10.00    0.70      300.    0.00
  216 Sonalan                0.300   60.00    4.00    0.40     4000.    0.00
  217 Sonar                 10.000   21.00   99.00    1.00     1000.    0.00
  218 Spectracide           60.000   40.00    4.00    0.90     1000.    0.00
  219 Spike               2500.000  360.00   30.00    0.90       80.    0.00
  220 Sprout Nip            89.000   30.00    8.00    0.90      400.    0.00
  221 Stam                 200.000    1.00    1.00    0.70      149.    0.00
  222 Supracide            220.000    7.00    3.00    0.90      400.    0.00
  223 Surflan                2.500   20.00    5.00    0.40      600.    0.00
  224 Sutan                 44.000   13.00    1.00    0.30      400.    0.00
  225 Swat             1000000.000   17.00    5.00    0.90        7.    0.00
  226 Tackle            250000.000   14.00    5.00    0.90      113.    0.00
  227 Talstar                0.100   26.00    7.00    0.40   240000.    0.00
  228 Tandem                 1.800   28.00    8.00    0.40     5600.    0.00
  229 Tanone               200.000   40.00    2.00    0.60      250.    0.00
  230 Tattoo                40.000    5.00    3.00    0.90      570.    0.00
  231 TBZ                   50.000  403.00   30.00    0.60     2500.    0.00
  232 Telone              2270.000    1.00    1.00    1.00       62.    0.00
  233 Telone II           2250.000   10.00    5.00    1.00       32.    0.00
  234 Temik               6000.000   40.00   10.00    1.00       40.    0.00
  235    Temik            6000.000    7.00    2.00    1.00       40.    0.00
  236    T. Sulfoxide     6000.000   30.00    7.00    1.00       30.    0.00
  237    T. Sulfone       6000.000   20.00    6.00    1.00       10.    0.00
  238 Tenoran                2.500   60.00   15.00    0.40     3000.    0.00
  239 Terbutrex             22.000   42.00    5.00    0.50     2000.    0.00
  240 Terrachlor             0.400   21.00    4.00    0.40     5000.    0.00
  241 Terraneb               8.000  130.00   30.00    0.50     1650.    0.00
  242 Terrazole             50.000   20.00    3.00    0.60     1000.    0.00
  243 Thimet                22.000   60.00    2.00    0.60     1000.    0.00
  244 Thiodan                0.300   50.00    3.00    0.10    12400.    0.00
  245 Thiram                30.000   15.00    8.00    0.50      670.    0.00
  246 Thistrol          200000.000   14.00    7.00    0.90       20.    0.00
  247 Tillam               100.000   14.00    4.00    0.70      430.    0.00
  248 Tilt                 110.000  110.00   30.00    0.70     1000.    0.00
  249 Tolban                 0.100  140.00    1.00    0.30     2240.    0.00
  250 Topsin                 3.500   10.00    5.00    0.40     1830.    0.00
  251 Tordan            100000.000   30.00    8.00    0.60       20.    0.00
  252 Tordon            200000.000   90.00    8.00    0.60       16.    0.00
  253 Toxaphene              0.400  500.00    2.00    0.10   400000.    0.00
  254 Tralomethrin           0.000   27.00    1.00    0.40   100000.    0.00
  255 Treflan                0.300   60.00    3.00    0.40     8000.    0.00
  256 Tre-Hold             105.000   10.00    5.00    0.40      300.    0.00
  257 Trithion               0.600   15.00    6.00    0.70    12500.    0.00
  258 Tupersan              18.000   90.00   30.00    0.70      420.    0.00
  259 Turflon               23.000   46.00   15.00    0.70      780.    0.00
  260 Vapam             963000.000    7.00   99.00    1.00       10.    0.00
  261 Velpar             33000.000   90.00   30.00    0.90       54.    0.00
  262 Vendex                 0.000   90.00   30.00    0.20     2300.    0.00
  263 Vernam               108.000   12.00    2.00    0.80      260.    0.00
  264 Vitavax              195.000    7.00   99.00    1.00      260.    0.00
  265 Volck oils           100.000   10.00    2.00    0.60     1000.    0.00
  266 Vorlex              7600.000   10.00   99.00    1.00       10.    0.00
  267 Vydate            282000.000    4.00    4.00    0.90       25.    0.00
  268 Weedar            796000.000   10.00    9.00    0.40       20.    0.00
  269 Weed-B-Gon        500000.000   24.00   10.00    0.40       80.    0.00
  270 Weedone               50.000   10.00    9.00    0.40     1000.    0.00
  271 Zolone                 3.000   21.00    8.00    0.60     1800.    0.00
  272 TRICLOPYR            430.000   99.00   34.00    0.70       50.    0.00
